Registration Number,Registration Via,Card Number,STID Number,Plat Number,Company,Date Active,Date Expired,Date Request,Date Submit,Date Approval
REQ22SUB01247,MANDIRI,0000001704705229,CA4001304,L9983UY,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-15,2022-9-17
REQ22SUB01248,MANDIRI,0000001687598733,CA4001309,L9979UY,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-15,2022-9-17
REQ22SUB01249,MANDIRI,0000001687170093,CA4001387,L8208UM,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-15,2022-9-18
REQ22SUB01250,MANDIRI,0000001704827565,CA4001389,L8615UZ,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-15,2022-9-18
REQ22SUB01251,MANDIRI,0000001687147757,CA4001391,L9928UY,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01252,MANDIRI,0000001704795197,CA4001393,L8589UZ,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01253,MANDIRI,0000001687443917,CA4001395,L9973UY,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01254,MANDIRI,0000001687397341,CA4001397,L8968UN,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01255,ORGANDA,,CA4001089,L8256UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01256,MANDIRI,0000001706170621,CA4001037,B9875UZ,PT SIDOLUHUR MAS GROUP,2022-9-15,2024-9-15,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01257,MANDIRI,0000001705305549,CA4001027,L9100UB,PT. DJASA BAHARI,2022-9-16,2024-9-16,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01258,MANDIRI,0000001704560029,CA4001398,L8956UD,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01259,MANDIRI,0000001704802893,CA4001399,L8963UD,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01260,MANDIRI,0000001687648605,CA4001401,L9139UB,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01261,MANDIRI,0000001704852909,CA4001402,L9020UN,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01262,MANDIRI,0000001704611677,CA4001403,L9385UV,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01263,MANDIRI,0000001705905965,CA4001404,L9354UV,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01264,ORGANDA,,CA4001090,L8066UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01265,MANDIRI,0000001705630349,CA4001405,L9353UV,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01266,MANDIRI,0000001706311693,CA4001406,L9358UV,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-18
REQ22SUB01267,MANDIRI,0000001809318893,CA4001023,B9974IR,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01268,MANDIRI,0000001807895549,CA4001042,H1971FG,PT. SUMBER REJEKI PUTRA,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01269,MANDIRI,0000001809518653,CA4001021,L8461UD,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01270,ORGANDA,,CA4001091,L8313UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01271,ORGANDA,,,L8504UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,
REQ22SUB01272,ORGANDA,,CA4001092,L8202UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01273,ORGANDA,,,L8195UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,
REQ22SUB01274,MANDIRI,0000001809581101,CA4001034,B9389BEI,PT CAHAYA SEKAR CARGO,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01275,ORGANDA,,CA4001093,L8481UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01276,ORGANDA,,CA4001103,L8480UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01277,ORGANDA,,CA4001104,L8758UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01278,ORGANDA,,CA4001105,L8408UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-15
REQ22SUB01279,APTRINDO,0000001807950413,CA4001033,L8120UW,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01280,APTRINDO,0000001809523021,CA4001035,L9589UZ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01281,APTRINDO,0000001810165437,CA4001036,L8532UL,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01282,APTRINDO,0000001689162269,CA4001044,L9071UC,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01283,APTRINDO,0000001810135213,CA4001045,L9322UZ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01284,MANDIRI,0000001809365245,CA4001070,L9590UD,PT. REFCON CARGO INTERNATIONAL,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01285,APTRINDO,0000001809637101,CA4001047,L9544UW,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01286,APTRINDO,0000001809679837,CA4001048,L8217UO,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01287,APTRINDO,0000001809593757,CA4001049,L9969UZ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01288,APTRINDO,0000001807919101,CA4001050,L8749UZ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01289,APTRINDO,0000001809326813,CA4001051,L9036UO,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01290,APTRINDO,0000001809154237,CA4001052,L8024UG,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01291,APTRINDO,0000001808263517,CA4001053,L9258UU,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01292,APTRINDO,0000001809562525,CA4001054,L8498UA,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01293,APTRINDO,0000001809704045,CA4001046,L9745UQ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01294,APTRINDO,0000001807730109,CA4001055,L9253UM,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01295,APTRINDO,0000001807542461,CA4000987,L9210UP,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01296,APTRINDO,0000001809239021,CA4001056,L8651UT,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01297,APTRINDO,0000001807961821,CA4001057,S9538UF,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01298,APTRINDO,0000001809269821,CA4001128,L9386UN,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-13,2022-9-15,2022-9-15
REQ22SUB01299,APTRINDO,0000001810092253,CA4001058,L8934UK,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01300,APTRINDO,0000001809026157,CA4001059,L9773UK,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01301,APTRINDO,0000001705138893,CA4001026,S9536UF,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01302,APTRINDO,0000001686848413,CA4001022,L9130UN,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01303,MANDIRI,0000001809616477,CA4001019,L8561UU,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01304,MANDIRI,0000001809431149,CA4001016,L8664UA,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01305,MANDIRI,0000001808342013,CA4001014,L9211UQ,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01306,MANDIRI,0000001690137981,CA4001013,L9260UV,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01307,MANDIRI,0000001809057821,CA4001011,L9272UW,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01308,MANDIRI,0000001690027757,CA4001007,L9299UV,PT SIDOLUHUR MAS GROUP,2022-9-14,2024-9-14,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01309,MANDIRI,0000001688353421,CA4001018,L9860CD,PT LUCKY JAYA TRANS,2022-9-14,2024-9-14,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01310,MANDIRI,0000001686923085,CA4001017,L8298UD,PT LUCKY JAYA TRANS,2022-9-14,2024-9-14,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01311,MANDIRI,0000001809584301,CA4001124,L8900UC,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01312,ORGANDA,,CA4001060,L8607UR,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01313,MANDIRI,0000001808299901,CA4001123,L9011UK,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01314,MANDIRI,0000001808579101,CA4001119,L8700UC,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01315,ORGANDA,,CA4001061,L8263UV,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01316,ORGANDA,,CA4001063,L8227UV,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01317,ORGANDA,,CA4001064,L8488UV,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01318,ORGANDA,,CA4001065,L8206UV,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01319,ORGANDA,,CA4001066,L9224UT,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01321,APTRINDO,,,L8232UW,PT INDRA JAYA SWASTIKA,,,2022-9-14,2022-9-15,
REQ22SUB01322,APTRINDO,0000001689343245,CA4001534,L8232UV,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-19,2022-9-19
REQ22SUB01323,ORGANDA,,CA4001067,L9810UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01324,APTRINDO,0000001689172493,CA4001129,L8231UZ,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01325,ORGANDA,,CA4001068,L8864UY,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01326,APTRINDO,0000001688950157,CA4001130,L9703UW,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01327,ORGANDA,,CA4001069,L8663UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01328,MANDIRI,0000001809680653,CA4001038,W8495PE,PT PERMANA JAYA ABADI,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01329,ORGANDA,,,L8683UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,
REQ22SUB01330,ORGANDA,,CA4001127,L8696UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01331,MANDIRI,0000001706015197,CA4001132,L8476UD,PT TRANS INDO SAKTI,2022-9-21,2024-9-21,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01332,ORGANDA,,,L9792UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,
REQ22SUB01333,ORGANDA,,CA4001133,L9738UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01334,ORGANDA,,CA4001137,L8684UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01335,MANDIRI,0000001706083133,CA4001679,L8645UM,PT TRANS INDO SAKTI,2022-9-21,2024-9-21,2022-9-14,2022-9-21,2022-9-21
REQ22SUB01336,ORGANDA,,CA4001138,L8655UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01337,ORGANDA,,CA4001139,L8653UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01338,ORGANDA,,CA4001140,L8893UY,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01339,ORGANDA,,CA4001142,L8662UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01340,ORGANDA,,CA4001143,L8659UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01341,APTRINDO,0000001689973533,CA4001144,L9706UW,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01342,APTRINDO,0000001689890509,CA4001145,L9707UW,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01343,ORGANDA,,CA4001154,L8654UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01344,MANDIRI,0000001809770061,CA4001087,S8502UJ,PT. SUMBER REJEKI PUTRA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01345,APTRINDO,0000001688788285,CA4001146,L9415UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01346,ORGANDA,,CA4001153,L9783UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01347,ORGANDA,,CA4001152,L9774UX,PT. MITRA JASA TRANSINDO,,,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01348,APTRINDO,0000001690393597,CA4001147,L9416UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01349,APTRINDO,0000001689367485,CA4001148,L9417UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01350,APTRINDO,0000001688535549,CA4001149,L9453UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01351,MANDIRI,0000001705573405,CA4001134,L8023UB,PT TRANS INDO SAKTI,2022-9-21,2024-9-21,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01025,MANDIRI,0000001809323373,CA4001072,L8651UI,PT BINA SINAR AMITY,2022-9-15,2024-9-15,2022-9-12,2022-9-14,2022-9-14
REQ22SUB01352,APTRINDO,0000001690333405,CA4001151,L9063UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01354,APTRINDO,0000001689430925,CA4001150,L9072UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01355,MANDIRI,0000001808293501,CA4001125,L8854UM,PT. REFCON CARGO INTERNATIONAL,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01356,APTRINDO,0000001689240525,CA4001155,L9243UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01357,APTRINDO,0000001688026125,CA4001301,L8638UX,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-17,2022-9-17
REQ22SUB01358,APTRINDO,0000001688803629,CA4001525,L9451UY,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-19,2022-9-19
REQ22SUB01359,APTRINDO,0000001689347885,CA4001157,L9454UY,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01360,APTRINDO,0000001689048541,CA4001159,L9440UY,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01361,APTRINDO,0000001689767405,CA4001158,L9445UY,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01362,MANDIRI,0000001688458333,CA4001079,L9842UE,PT CAHAYA SEKAR CARGO,2022-9-16,2024-9-16,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01363,APTRINDO,0000001689528909,CA4001160,L9433UY,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01364,APTRINDO,0000001688669389,CA4001161,L8477UZ,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01365,MANDIRI,0000001687150173,CA4001071,L9830UI,PT AMAN SAMUDERA LINES,2022-9-19,2024-9-19,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01366,APTRINDO,0000001704771997,CA4001163,L8231UY,PT INDRA JAYA SWASTIKA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01367,APTRINDO,,CA4001172,L9356UE,PT. VIRANA INTI PERDANA,,,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01368,APTRINDO,,CA4001141,L8838UC,PT. VIRANA INTI PERDANA,,,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01369,APTRINDO,0000001689250989,CA4001164,B9602AU,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01370,APTRINDO,0000001688479981,CA4001193,L8255UM,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-16
REQ22SUB01371,APTRINDO,0000001688527901,CA4001196,L9055UO,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-14,2022-9-15,2022-9-16
REQ22SUB01372,MANDIRI,0000001809512813,CA4001126,L8183UH,PT. REFCON CARGO INTERNATIONAL,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01373,MANDIRI,0000001809240221,CA4001122,L8182UR,PT. REFCON CARGO INTERNATIONAL,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01374,APTRINDO,0000001688640589,CA4001120,L9717UO,PT. DITHSYA TRANS LOGISTIK,2022-9-21,2024-9-21,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01375,MANDIRI,0000001689152045,CA4001099,B9521ZZ,PT. INTAN SENTOSA MANDIRI,2022-9-16,2024-9-16,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01376,MANDIRI,0000001688550541,CA4001100,B9835FM,PT. INTAN SENTOSA MANDIRI,2022-9-16,2024-9-16,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01377,MANDIRI,0000001689387149,CA4001101,L9471UZ,PT. INTAN SENTOSA MANDIRI,2022-9-16,2024-9-16,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01378,MANDIRI,0000001809175085,CA4001083,S9545UP,PT DANKAR TRANS SEJAHTERA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01379,MANDIRI,0000001807575405,CA4001116,L8783UX,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01380,MANDIRI,0000001807832893,CA4001113,L8704UI,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01381,MANDIRI,0000001807790941,CA4001112,L9778UI,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01382,MANDIRI,0000001809001661,CA4001082,L9150UI,PT DANKAR TRANS SEJAHTERA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-14
REQ22SUB01383,MANDIRI,0000001809176909,CA4001109,L9723UQ,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01384,MANDIRI,0000001809729261,CA4001107,L8488UW,PT. BERKAH MANDIRI TRANSINDO,2022-9-15,2024-9-15,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01385,APTRINDO,0000001809122269,CA4001097,L9814UO,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01386,APTRINDO,0000001808941181,CA4001117,L8853UK,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01387,APTRINDO,0000001809559949,CA4001115,L8093UT,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01388,APTRINDO,0000001809520989,CA4001114,L8801UU,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01389,APTRINDO,0000001807979149,CA4001098,L9603UX,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01390,APTRINDO,0000001807552941,CA4001102,L9032CH,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01391,APTRINDO,0000001808844445,CA4001096,L8981UT,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01392,APTRINDO,0000001807633245,CA4001095,L8305UR,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01393,APTRINDO,0000001809098141,CA4001094,L8035UZ,PT SURYA BUANA SENTOSA,2022-9-15,2024-9-15,2022-9-14,2022-9-14,2022-9-15
REQ22SUB01394,APTRINDO,0000001705180797,CA4001169,B9007WR,PT SIDO MAKMUR PUTRA,2022-9-16,2024-9-16,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01395,APTRINDO,0000001706330045,CA4001170,B9041PBI,PT SIDO MAKMUR PUTRA,2022-9-16,2024-9-16,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01396,APTRINDO,0000001688698893,CA4001171,B9124HP,PT SIDO MAKMUR PUTRA,2022-9-16,2024-9-16,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01397,MANDIRI,0000001704642365,CA4001111,W9961UP,PT PULAU NUSANTARA INDONESIA,2022-9-19,2024-9-19,2022-9-14,2022-9-15,2022-9-15
REQ22SUB01398,MANDIRI,0000001687354669,CA4001108,W8637UQ,PT PULAU NUSANTARA INDONESIA,2022-9-19,2024-9-19,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01399,MANDIRI,0000001687278653,CA4001106,W9037UR,PT PULAU NUSANTARA INDONESIA,2022-9-19,2024-9-19,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01400,MANDIRI,0000001809652765,CA4001088,L8839UB,PT. SUMBER REJEKI PUTRA,2022-9-15,2024-9-15,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01401,MANDIRI,0000001688462509,CA4001084,L9389UM,PT MULTI BERKAH MANDIRI,2022-9-15,2024-9-15,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01402,MANDIRI,0000001688658621,CA4001086,B9306DD,PT MULTI BERKAH MANDIRI,2022-9-15,2024-9-15,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01403,MANDIRI,0000001688857181,CA4001085,B9410UQA,PT MULTI BERKAH MANDIRI,2022-9-15,2024-9-15,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01404,APTRINDO,0000001705493933,CA4001255,L9057UO,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-15,2022-9-16,2022-9-16
REQ22SUB01405,APTRINDO,0000001705560669,CA4001177,L9058UO,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-15,2022-9-15,2022-9-16
REQ22SUB01406,APTRINDO,0000001689749261,CA4001178,S9122UT,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-15,2022-9-15,2022-9-16
REQ22SUB01407,MANDIRI,0000001808683277,CA4001110,B9819XA,PT LUCKY JAYA TRANS,2022-9-15,2024-9-15,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01408,APTRINDO,0000001706098653,CA4001261,S9185UT,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-15,2022-9-16,2022-9-16
REQ22SUB01409,MANDIRI,0000001808868669,CA4001131,L9418UC,PT LUCKY JAYA TRANS,2022-9-15,2024-9-15,2022-9-15,2022-9-15,2022-9-15
REQ22SUB01410,MANDIRI,0000001705757181,CA4001121,L9430UX,PT. JAYA BARU MELANTI,2022-9-15,2024-9-15,2022-9-15,2022-9-15,2022-9-15
